,phase,character,idusers,idnetwork,hint_cloth,hint_col,hat_guess,shirt_guess,pant_guess,shoe_guess,glove_guess,hat,shirt,pant,shoe,glove,score_hat,score_shirt,score_pant,score_shoe,score_glove,score,num_corrects,num_mistakes,grey,winner,grp_act_num,grp_num_corrects,grp_num_mistakes,pos
995,2.0,Giacomo,2081,3,scarpe,violetto,6.0,8.0,5.0,7.0,2.0,6,8,5,7,7,10.0,10.0,10.0,10.0,-5.0,35.0,4.0,1.0,0.0,0.0,5.0,20.0,4.0,b
997,2.0,Giacinto,909,3,scarpe,giallo,5.0,1.0,9.0,3.0,1.0,5,1,9,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,b
998,2.0,Rosario,1947,3,cappello,verde,4.0,3.0,6.0,3.0,1.0,4,3,6,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,b
999,2.0,Juri,2109,3,guanti,bianco,1.0,9.0,2.0,9.0,8.0,1,9,4,9,8,10.0,10.0,-5.0,10.0,10.0,35.0,4.0,1.0,0.0,0.0,5.0,20.0,1.0,b
1001,2.0,Roland,1288,3,guanti,celeste,10.0,10.0,10.0,8.0,6.0,1,5,3,8,6,0.0,0.0,0.0,10.0,10.0,20.0,2.0,0.0,3.0,0.0,5.0,13.0,1.0,b
1004,2.0,Benjamin,1709,3,pantaloni,rosso,8.0,1.0,1.0,8.0,2.0,8,1,1,8,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,b
1005,2.0,Raffaello,1825,3,cappello,arancione,2.0,8.0,10.0,8.0,3.0,2,8,6,8,3,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,21.0,1.0,b
1006,2.0,Luis,2068,3,cappello,bianco,8.0,3.0,8.0,4.0,7.0,8,3,8,4,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,b
1007,2.0,Jeffery,545,3,cappello,violetto,7.0,2.0,5.0,7.0,5.0,7,2,5,7,5,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,b
1011,2.0,Giacomo,2118,3,cappello,celeste,6.0,10.0,2.0,8.0,7.0,6,8,5,7,7,10.0,0.0,-5.0,-5.0,10.0,10.0,2.0,2.0,1.0,0.0,5.0,20.0,4.0,c
1014,2.0,Ray,1259,3,scarpe,arancione,3.0,3.0,9.0,2.0,6.0,3,3,9,2,6,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,c
1018,2.0,Franco,932,3,pantaloni,blu,5.0,10.0,5.0,6.0,2.0,5,5,5,6,2,10.0,0.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,18.0,6.0,c
1021,2.0,Mark,385,3,pantaloni,celeste,1.0,10.0,6.0,8.0,2.0,1,7,6,8,6,10.0,0.0,10.0,10.0,-5.0,25.0,3.0,1.0,1.0,0.0,5.0,16.0,7.0,c
1023,2.0,Giancarlo,595,3,felpa,violetto,2.0,7.0,5.0,6.0,2.0,2,7,5,6,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,c
1027,2.0,Danilo,2034,3,scarpe,rosso,1.0,2.0,10.0,1.0,10.0,1,2,7,1,7,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,0.0,5.0,19.0,2.0,c
1028,2.0,Virgil,2078,3,felpa,rosso,10.0,1.0,10.0,4.0,10.0,3,1,2,4,6,0.0,10.0,0.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,10.0,0.0,c
1029,2.0,Roland,1247,3,pantaloni,giallo,1.0,5.0,3.0,10.0,10.0,1,5,3,8,6,10.0,10.0,10.0,0.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,1.0,c
1032,2.0,Herbert,177,3,pantaloni,violetto,6.0,10.0,7.0,2.0,10.0,6,5,7,2,2,10.0,0.0,10.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,4.0,c
1033,2.0,Rosario,1939,3,felpa,giallo,4.0,3.0,6.0,10.0,1.0,4,3,6,3,1,10.0,10.0,10.0,0.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,24.0,0.0,c
1035,2.0,Troy,1020,3,guanti,verde,9.0,1.0,9.0,5.0,4.0,7,6,9,9,4,-5.0,-5.0,10.0,-5.0,10.0,5.0,2.0,3.0,0.0,0.0,5.0,14.0,5.0,c
1036,2.0,Benjamin,1831,3,felpa,rosso,8.0,1.0,1.0,8.0,2.0,8,1,1,8,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,c
1037,2.0,Giacinto,183,3,pantaloni,nero,5.0,1.0,9.0,3.0,1.0,5,1,9,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,c
1038,2.0,Raffaello,2023,3,guanti,giallo,2.0,8.0,6.0,8.0,3.0,2,8,6,8,3,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,1.0,c
1040,2.0,Luis,2104,3,felpa,giallo,8.0,3.0,8.0,4.0,7.0,8,3,8,4,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,c
1043,2.0,Joshua,613,3,cappello,verde,4.0,1.0,10.0,3.0,3.0,4,1,7,3,3,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,20.0,1.0,c
1045,2.0,Graziano,904,3,scarpe,blu,2.0,10.0,10.0,5.0,3.0,2,5,7,5,3,10.0,0.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,14.0,4.0,c
1046,2.0,Ian,1906,3,guanti,arancione,1.0,2.0,7.0,8.0,2.0,1,2,7,8,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,19.0,6.0,c
1048,2.0,Wesley,2086,3,scarpe,bianco,10.0,10.0,5.0,8.0,8.0,3,2,5,8,8,0.0,0.0,10.0,10.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,21.0,0.0,c
1050,2.0,Juri,2237,3,cappello,rosso,1.0,9.0,4.0,9.0,8.0,1,9,4,9,8,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,20.0,1.0,c
1051,2.0,Seth,147,3,guanti,nero,8.0,3.0,9.0,7.0,9.0,8,3,9,7,9,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,c
1052,2.0,Emilio,163,3,guanti,arancione,10.0,5.0,10.0,10.0,2.0,3,5,6,6,2,0.0,10.0,0.0,0.0,10.0,20.0,2.0,0.0,3.0,0.0,5.0,10.0,8.0,c
1053,2.0,Jeffery,1243,3,guanti,blu,7.0,2.0,5.0,7.0,5.0,7,2,5,7,5,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,c
1063,2.0,Seth,160,3,scarpe,violetto,8.0,3.0,9.0,7.0,9.0,8,3,9,7,9,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,d
1065,2.0,Giacomo,2115,3,guanti,violetto,6.0,8.0,5.0,7.0,7.0,6,8,5,7,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,20.0,4.0,d
1066,2.0,Ray,1244,3,felpa,giallo,3.0,3.0,9.0,2.0,6.0,3,3,9,2,6,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,d
1067,2.0,Wesley,2077,3,pantaloni,blu,3.0,2.0,5.0,8.0,8.0,3,2,5,8,8,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,d
1068,2.0,Juri,2241,3,pantaloni,verde,1.0,9.0,4.0,10.0,8.0,1,9,4,9,8,10.0,10.0,10.0,0.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,20.0,1.0,d
1069,2.0,Giancarlo,603,3,cappello,arancione,2.0,7.0,5.0,6.0,2.0,2,7,5,6,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,d
1072,2.0,Herbert,175,3,scarpe,arancione,6.0,10.0,7.0,2.0,10.0,6,5,7,2,2,10.0,0.0,10.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,4.0,d
1073,2.0,Joshua,593,3,pantaloni,violetto,4.0,1.0,4.0,3.0,3.0,4,1,7,3,3,10.0,10.0,-5.0,10.0,10.0,35.0,4.0,1.0,0.0,0.0,5.0,20.0,1.0,d
1074,2.0,Jeffery,1256,3,pantaloni,blu,7.0,2.0,5.0,7.0,5.0,7,2,5,7,5,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,d
1075,2.0,Benjamin,1983,3,guanti,arancione,8.0,1.0,1.0,8.0,2.0,8,1,1,8,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,d
1076,2.0,Ian,2008,3,pantaloni,violetto,1.0,2.0,7.0,8.0,2.0,1,2,7,8,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,19.0,6.0,d
1077,2.0,Giacinto,184,3,cappello,blu,5.0,1.0,9.0,3.0,1.0,5,1,9,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,d
1078,2.0,Graziano,906,3,cappello,arancione,2.0,5.0,3.0,5.0,3.0,2,5,7,5,3,10.0,10.0,-5.0,10.0,10.0,35.0,4.0,1.0,0.0,1.0,5.0,14.0,4.0,d
1080,2.0,Raffaello,1919,3,pantaloni,celeste,10.0,8.0,6.0,8.0,3.0,2,8,6,8,3,0.0,10.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,21.0,1.0,d
1081,2.0,Danilo,1667,3,pantaloni,violetto,1.0,2.0,7.0,1.0,7.0,1,2,7,1,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,19.0,2.0,d
1082,2.0,Emilio,179,3,felpa,blu,10.0,5.0,10.0,6.0,2.0,3,5,6,6,2,0.0,10.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,8.0,d
1083,2.0,Franco,923,3,guanti,arancione,2.0,2.0,2.0,2.0,2.0,5,5,5,6,2,-5.0,-5.0,-5.0,-5.0,10.0,-10.0,1.0,4.0,0.0,0.0,5.0,18.0,6.0,d
1084,2.0,Troy,1015,3,felpa,celeste,10.0,6.0,9.0,10.0,4.0,7,6,9,9,4,0.0,10.0,10.0,0.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,14.0,5.0,d
1085,2.0,Virgil,2070,3,pantaloni,arancione,10.0,1.0,2.0,4.0,10.0,3,1,2,4,6,0.0,10.0,10.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,0.0,d
1086,2.0,Roland,1249,3,felpa,blu,1.0,5.0,3.0,10.0,10.0,1,5,3,8,6,10.0,10.0,10.0,0.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,1.0,d
1087,2.0,Mark,393,3,cappello,rosso,1.0,6.0,6.0,8.0,2.0,1,7,6,8,6,10.0,-5.0,10.0,10.0,-5.0,20.0,3.0,2.0,0.0,0.0,5.0,16.0,7.0,d
1090,2.0,Rosario,1813,3,guanti,rosso,4.0,3.0,6.0,3.0,1.0,4,3,6,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,d
1096,2.0,Luis,2100,3,guanti,violetto,8.0,3.0,8.0,4.0,7.0,8,3,8,4,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,d
1100,2.0,Benjamin,2039,3,cappello,bianco,8.0,1.0,1.0,8.0,2.0,8,1,1,8,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,e
1102,2.0,Giancarlo,619,3,pantaloni,blu,2.0,7.0,5.0,6.0,2.0,2,7,5,6,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,e
1104,2.0,Herbert,171,3,cappello,celeste,6.0,10.0,7.0,2.0,10.0,6,5,7,2,2,10.0,0.0,10.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,4.0,e
1105,2.0,Joshua,606,3,scarpe,giallo,4.0,1.0,10.0,3.0,3.0,4,1,7,3,3,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,20.0,1.0,e
1106,2.0,Raffaello,1683,3,felpa,bianco,10.0,8.0,6.0,8.0,3.0,2,8,6,8,3,0.0,10.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,21.0,1.0,e
1108,2.0,Franco,918,3,cappello,blu,5.0,5.0,5.0,6.0,2.0,5,5,5,6,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,18.0,6.0,e
1112,2.0,Danilo,1661,3,guanti,violetto,1.0,2.0,7.0,1.0,7.0,1,2,7,1,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,19.0,2.0,e
1113,2.0,Mark,375,3,scarpe,bianco,1.0,6.0,6.0,8.0,2.0,1,7,6,8,6,10.0,-5.0,10.0,10.0,-5.0,20.0,3.0,2.0,0.0,0.0,5.0,16.0,7.0,e
1116,2.0,Juri,2234,3,felpa,nero,1.0,9.0,4.0,9.0,8.0,1,9,4,9,8,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,20.0,1.0,e
1118,2.0,Graziano,898,3,guanti,giallo,2.0,5.0,3.0,5.0,3.0,2,5,7,5,3,10.0,10.0,-5.0,10.0,10.0,35.0,4.0,1.0,0.0,1.0,5.0,14.0,4.0,e
1120,2.0,Ray,1251,3,pantaloni,nero,3.0,3.0,9.0,2.0,6.0,3,3,9,2,6,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,e
1121,2.0,Luis,2098,3,scarpe,verde,8.0,3.0,8.0,4.0,7.0,8,3,8,4,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,e
1123,2.0,Troy,1008,3,pantaloni,nero,5.0,6.0,9.0,9.0,4.0,7,6,9,9,4,-5.0,10.0,10.0,10.0,10.0,35.0,4.0,1.0,0.0,0.0,5.0,14.0,5.0,e
1124,2.0,Rosario,2041,3,pantaloni,celeste,4.0,3.0,6.0,3.0,1.0,4,3,6,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,e
1125,2.0,Giacomo,2112,3,pantaloni,blu,6.0,8.0,5.0,7.0,7.0,6,8,5,7,7,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,20.0,4.0,e
1126,2.0,Giacinto,182,3,guanti,rosso,5.0,1.0,9.0,3.0,1.0,5,1,9,3,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,e
1130,2.0,Roland,1261,3,cappello,rosso,1.0,5.0,3.0,10.0,10.0,1,5,3,8,6,10.0,10.0,10.0,0.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,13.0,1.0,e
1131,2.0,Ian,1704,3,scarpe,bianco,1.0,2.0,7.0,8.0,2.0,1,2,7,8,2,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,19.0,6.0,e
1135,2.0,Virgil,2085,3,scarpe,verde,10.0,1.0,2.0,4.0,10.0,3,1,2,4,6,0.0,10.0,10.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,0.0,e
1136,2.0,Emilio,180,3,scarpe,celeste,10.0,5.0,10.0,6.0,2.0,3,5,6,6,2,0.0,10.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,10.0,8.0,e
1137,2.0,Jeffery,1250,3,scarpe,violetto,7.0,2.0,5.0,7.0,5.0,7,2,5,7,5,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,e
1141,2.0,Seth,155,3,cappello,bianco,8.0,3.0,9.0,7.0,9.0,8,3,9,7,9,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,e
1144,2.0,Wesley,2080,3,guanti,bianco,10.0,10.0,5.0,8.0,8.0,3,2,5,8,8,0.0,0.0,10.0,10.0,10.0,30.0,3.0,0.0,2.0,0.0,5.0,21.0,0.0,e
1147,3.0,Valentino,2180,1,felpa,giallo,10.0,3.0,10.0,10.0,9.0,1,3,2,9,9,0.0,10.0,0.0,0.0,10.0,20.0,2.0,0.0,3.0,0.0,5.0,9.0,0.0,a
1149,3.0,Anthony,208,1,guanti,violetto,10.0,10.0,10.0,10.0,7.0,4,9,2,3,7,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,4.0,0.0,5.0,9.0,0.0,a
1150,3.0,Fabio,2054,1,cappello,blu,5.0,6.0,5.0,9.0,5.0,5,6,5,9,5,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,22.0,0.0,a
1161,3.0,Egidio,495,1,guanti,giallo,6.0,9.0,7.0,6.0,3.0,6,9,7,6,3,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,a
1163,3.0,Samuel,1692,1,felpa,violetto,10.0,7.0,9.0,10.0,10.0,6,7,9,6,5,0.0,10.0,10.0,0.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,11.0,2.0,a
1165,3.0,Quarto,802,1,scarpe,bianco,5.0,10.0,10.0,8.0,10.0,5,8,1,8,6,10.0,0.0,0.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,11.0,2.0,a
1167,3.0,Jonathan,2003,1,pantaloni,blu,7.0,3.0,5.0,5.0,10.0,7,3,5,5,4,10.0,10.0,10.0,10.0,0.0,40.0,4.0,0.0,1.0,0.0,5.0,24.0,0.0,a
1171,3.0,Nino,2100,1,felpa,violetto,10.0,7.0,10.0,10.0,10.0,7,7,8,8,2,0.0,10.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,11.0,0.0,a
1176,3.0,Shawn,912,1,guanti,bianco,10.0,10.0,10.0,10.0,8.0,8,1,1,4,8,0.0,0.0,0.0,0.0,10.0,10.0,1.0,0.0,4.0,0.0,5.0,17.0,0.0,a
1180,3.0,Otto,1300,1,pantaloni,verde,10.0,10.0,4.0,10.0,10.0,2,4,4,7,8,0.0,0.0,10.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,13.0,5.0,a
1182,3.0,Ross,1941,1,cappello,verde,4.0,3.0,2.0,7.0,1.0,4,3,2,7,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,a
1183,3.0,Keith,1672,1,guanti,nero,10.0,3.0,9.0,3.0,9.0,9,3,9,3,9,0.0,10.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,19.0,0.0,a
1192,3.0,Anthony,92,1,scarpe,giallo,10.0,10.0,10.0,3.0,10.0,4,9,2,3,7,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,9.0,0.0,b
1193,3.0,Jonathan,1903,1,felpa,giallo,7.0,3.0,5.0,5.0,4.0,7,3,5,5,4,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,b
1196,3.0,Otto,1157,1,guanti,bianco,3.0,9.0,9.0,3.0,9.0,2,4,4,7,8,-5.0,-5.0,-5.0,-5.0,-5.0,-25.0,0.0,5.0,0.0,0.0,5.0,13.0,5.0,b
1198,3.0,Quarto,810,1,cappello,blu,5.0,10.0,10.0,8.0,10.0,5,8,1,8,6,10.0,0.0,0.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,11.0,2.0,b
1203,3.0,Keith,1680,1,felpa,giallo,10.0,3.0,9.0,3.0,9.0,9,3,9,3,9,0.0,10.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,0.0,5.0,19.0,0.0,b
1204,3.0,Fabio,1670,1,scarpe,nero,5.0,10.0,10.0,9.0,10.0,5,6,5,9,5,10.0,0.0,0.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,22.0,0.0,b
1207,3.0,Egidio,676,1,pantaloni,violetto,6.0,9.0,7.0,6.0,10.0,6,9,7,6,3,10.0,10.0,10.0,10.0,0.0,40.0,4.0,0.0,1.0,0.0,5.0,21.0,0.0,b
1210,3.0,Nino,2279,1,cappello,violetto,7.0,10.0,10.0,10.0,10.0,7,7,8,8,2,10.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,11.0,0.0,b
1214,3.0,Samuel,2000,1,pantaloni,nero,10.0,7.0,9.0,10.0,10.0,6,7,9,6,5,0.0,10.0,10.0,0.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,11.0,2.0,b
1216,3.0,Ross,1888,1,felpa,giallo,4.0,3.0,2.0,7.0,1.0,4,3,2,7,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,b
1221,3.0,Shawn,907,1,pantaloni,rosso,8.0,1.0,1.0,4.0,8.0,8,1,1,4,8,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,17.0,0.0,b
1225,3.0,Valentino,2165,1,guanti,nero,10.0,3.0,10.0,10.0,9.0,1,3,2,9,9,0.0,10.0,0.0,0.0,10.0,20.0,2.0,0.0,3.0,0.0,5.0,9.0,0.0,b
1234,3.0,Fabio,1940,1,felpa,celeste,5.0,6.0,5.0,9.0,5.0,5,6,5,9,5,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,22.0,0.0,c
1235,3.0,Jonathan,1756,1,scarpe,blu,7.0,3.0,5.0,5.0,4.0,7,3,5,5,4,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,c
1241,3.0,Otto,1264,1,felpa,verde,2.0,4.0,10.0,7.0,8.0,2,4,4,7,8,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,13.0,5.0,c
1246,3.0,Nino,2119,1,pantaloni,bianco,10.0,10.0,8.0,8.0,10.0,7,7,8,8,2,0.0,0.0,10.0,10.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,11.0,0.0,c
1247,3.0,Egidio,147,1,felpa,nero,6.0,9.0,7.0,6.0,3.0,6,9,7,6,3,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,c
1251,3.0,Shawn,929,1,felpa,rosso,8.0,1.0,10.0,4.0,10.0,8,1,1,4,8,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,0.0,5.0,17.0,0.0,c
1252,3.0,Samuel,1758,1,scarpe,celeste,6.0,10.0,10.0,6.0,5.0,6,7,9,6,5,10.0,0.0,0.0,10.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,2.0,c
1254,3.0,Ross,1979,1,scarpe,violetto,4.0,3.0,2.0,7.0,1.0,4,3,2,7,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,c
1255,3.0,Valentino,2114,1,cappello,rosso,1.0,10.0,2.0,9.0,10.0,1,3,2,9,9,10.0,0.0,10.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,9.0,0.0,c
1257,3.0,Quarto,372,1,pantaloni,rosso,10.0,8.0,1.0,10.0,6.0,5,8,1,8,6,0.0,10.0,10.0,0.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,2.0,c
1260,3.0,Anthony,913,1,felpa,nero,4.0,9.0,10.0,3.0,10.0,4,9,2,3,7,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,1.0,5.0,9.0,0.0,c
1269,3.0,Keith,1987,1,cappello,nero,9.0,10.0,9.0,10.0,10.0,9,3,9,3,9,10.0,0.0,10.0,0.0,0.0,20.0,2.0,0.0,3.0,0.0,5.0,19.0,0.0,c
1272,3.0,Samuel,1724,1,cappello,celeste,6.0,10.0,10.0,5.0,5.0,6,7,9,6,5,10.0,0.0,0.0,-5.0,10.0,15.0,2.0,1.0,2.0,0.0,5.0,11.0,2.0,d
1273,3.0,Nino,2107,1,scarpe,bianco,7.0,10.0,8.0,8.0,2.0,7,7,8,8,2,10.0,0.0,10.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,11.0,0.0,d
1275,3.0,Anthony,910,1,pantaloni,arancione,10.0,10.0,2.0,10.0,10.0,4,9,2,3,7,0.0,0.0,10.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,9.0,0.0,d
1277,3.0,Shawn,927,1,cappello,bianco,8.0,1.0,10.0,4.0,10.0,8,1,1,4,8,10.0,10.0,0.0,10.0,0.0,30.0,3.0,0.0,2.0,0.0,5.0,17.0,0.0,d
1289,3.0,Keith,1813,1,pantaloni,nero,9.0,3.0,9.0,3.0,9.0,9,3,9,3,9,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,19.0,0.0,d
1296,3.0,Valentino,2118,1,scarpe,nero,10.0,10.0,10.0,9.0,10.0,1,3,2,9,9,0.0,0.0,0.0,10.0,0.0,10.0,1.0,0.0,4.0,0.0,5.0,9.0,0.0,d
1298,3.0,Quarto,375,1,guanti,celeste,10.0,8.0,1.0,10.0,6.0,5,8,1,8,6,0.0,10.0,10.0,0.0,10.0,30.0,3.0,0.0,2.0,1.0,5.0,11.0,2.0,d
1299,3.0,Fabio,1732,1,pantaloni,blu,5.0,6.0,5.0,9.0,5.0,5,6,5,9,5,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,22.0,0.0,d
1302,3.0,Egidio,155,1,scarpe,celeste,6.0,9.0,7.0,6.0,3.0,6,9,7,6,3,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,21.0,0.0,d
1303,3.0,Otto,1246,1,cappello,arancione,2.0,4.0,10.0,7.0,8.0,2,4,4,7,8,10.0,10.0,0.0,10.0,10.0,40.0,4.0,0.0,1.0,1.0,5.0,13.0,5.0,d
1308,3.0,Ross,1961,1,guanti,rosso,4.0,3.0,2.0,7.0,1.0,4,3,2,7,1,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,25.0,0.0,d
1310,3.0,Jonathan,1906,1,guanti,verde,7.0,3.0,5.0,5.0,4.0,7,3,5,5,4,10.0,10.0,10.0,10.0,10.0,50.0,5.0,0.0,0.0,1.0,5.0,24.0,0.0,d
